version,caseid,profile_gender,profile_age,profile_racethnicity,profile_educ5,profile_marital,profile_employ,profile_income,profile_state,profile_region4,profile_region9,profile_metro,profile_internet,profile_housing,profile_home_type,profile_phoneservice,profile_hhsize,profile_hh01,profile_hh25,profile_hh612,profile_hh1317,profile_hh18ov,profile_genhealth,profile_veteran,profile_lgbt,profile_relig,profile_born,profile_lang_other1,profile_newstv,profile_newsradio,profile_newsonline,profile_newsmobile,profile_newskeepup,profile_socmedia1_t,profile_socmedia1_f,profile_socmedia1_i,profile_socmedia1_s,profile_socmedia2_t,profile_socmedia2_f,profile_socmedia2_i,profile_socmedia2_s,profile_hl032,w1congdist,w2congdist,vote20d1
ANES 2020-22 Social Media Study 20230705,4927,2,62,1,4,1,1,14,KS,2,4,1,1,1,1,2,2,0,0,0,0,2,3,2,2,1,1,2,2,2,1,1,2,2,1,1,2,-1,1,1,-1,1,KS - Congressional District 4,KS - Congressional District 4,1
ANES 2020-22 Social Media Study 20230705,4928,2,35,2,3,5,4,6,AL,3,6,1,1,2,3,5,5,0,1,0,2,2,4,2,2,12,1,2,1,2,2,2,2,2,1,1,1,-1,1,1,1,1,AL - Congressional District 1,AL - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,4929,2,63,3,2,1,6,10,TX,3,7,1,1,1,1,4,5,0,1,0,0,4,3,2,2,1,1,2,1,2,2,2,2,2,1,2,2,-1,1,-1,-1,1,TX - Congressional District 30,TX - Congressional District 30,3
ANES 2020-22 Social Media Study 20230705,4930,2,61,1,4,3,1,9,NJ,1,2,1,1,2,3,2,2,0,0,0,0,2,3,2,2,2,2,2,1,1,1,1,1,2,1,2,2,-1,1,-1,-1,1,NJ - Congressional District 7,NJ - Congressional District 7,1
ANES 2020-22 Social Media Study 20230705,4931,2,73,3,2,3,5,6,WI,2,3,0,0,1,1,4,1,0,0,0,0,1,2,2,2,11,-1,-7,1,2,1,1,2,2,1,2,2,-1,1,-1,-1,1,WI - Congressional District 6,WI - Congressional District 6,2
ANES 2020-22 Social Media Study 20230705,4932,2,28,2,4,5,7,2,TX,3,7,1,1,2,3,4,1,0,0,0,0,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TX - Congressional District 8,TX - Congressional District 8,2
ANES 2020-22 Social Media Study 20230705,4933,1,21,3,3,5,2,9,IL,2,3,1,1,1,2,4,6,0,0,0,0,4,3,2,2,11,-1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,IL - Congressional District 5,IL - Congressional District 5,2
ANES 2020-22 Social Media Study 20230705,4934,1,44,1,2,1,1,9,FL,3,5,1,0,1,1,4,4,0,1,0,0,3,3,2,2,12,2,2,1,-7,2,1,3,2,2,2,2,-1,-1,-1,-1,1,FL - Congressional District 15,FL - Congressional District 15,1
ANES 2020-22 Social Media Study 20230705,4935,1,37,1,5,1,1,14,OH,2,3,1,1,1,1,4,5,0,1,2,0,2,3,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,-1,1,OH - Congressional District 12,OH - Congressional District 12,2
ANES 2020-22 Social Media Study 20230705,4936,1,61,1,4,3,2,10,RI,1,1,1,1,1,2,4,1,0,0,0,0,1,4,2,2,1,1,2,1,1,2,2,3,2,1,2,2,-1,2,-1,-1,1,RI - Congressional District 1,RI - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,4937,2,45,4,2,6,1,9,CA,4,9,1,1,2,1,2,3,0,0,0,0,3,3,2,2,2,2,1,2,1,2,2,2,2,1,1,2,-1,1,1,-1,2,CA - Congressional District 46,CA - Congressional District 46,3
ANES 2020-22 Social Media Study 20230705,4938,1,43,4,4,1,1,12,NM,4,8,1,1,1,1,4,3,0,0,1,0,2,5,1,2,12,2,2,2,2,1,1,2,2,1,2,2,-1,1,-1,-1,1,NM - Congressional District 1,NM - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,4939,1,64,1,5,1,7,5,NY,1,2,1,1,1,1,2,6,0,0,0,0,1,4,2,2,12,2,2,1,2,1,1,2,2,2,2,2,-1,-1,-1,-1,1,NY - Congressional District 25,NY - Congressional District 25,2
ANES 2020-22 Social Media Study 20230705,4940,1,69,1,2,1,5,5,NY,1,2,1,1,1,1,2,3,0,0,0,0,3,3,2,2,1,2,2,1,2,1,1,2,2,2,2,2,-1,-1,-1,-1,1,NY - Congressional District 27,NY - Congressional District 27,2
ANES 2020-22 Social Media Study 20230705,4941,2,66,1,3,3,1,11,WI,2,3,1,1,1,3,4,1,0,0,0,0,1,4,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,-1,2,1,WI - Congressional District 6,WI - Congressional District 6,2
ANES 2020-22 Social Media Study 20230705,4942,2,27,4,4,1,2,9,CA,4,9,1,1,3,3,4,2,0,0,0,0,2,4,2,2,12,1,2,2,1,2,2,3,2,1,1,2,-1,1,1,-1,1,CA - Congressional District 23,CA - Congressional District 23,1
ANES 2020-22 Social Media Study 20230705,4943,1,66,1,3,1,5,10,NE,2,4,1,1,1,1,2,2,0,0,0,0,2,5,2,2,10,-1,2,1,1,1,1,1,2,1,2,2,-1,2,-1,-1,1,NE - Congressional District 2,NE - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,4944,2,53,1,3,1,6,9,IN,2,3,0,1,1,1,4,3,0,0,0,0,3,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,1,1,-1,-1,1,IN - Congressional District 3,IN - Congressional District 3,1
ANES 2020-22 Social Media Study 20230705,4945,2,34,1,2,1,1,14,LA,3,7,1,1,2,1,4,6,0,0,2,2,2,4,2,2,12,2,2,2,2,2,2,2,2,1,1,1,-1,1,1,1,1,LA - Congressional District 3,LA - Congressional District 3,1
ANES 2020-22 Social Media Study 20230705,4946,2,57,1,3,1,6,11,WA,4,9,1,1,1,1,3,3,0,0,0,0,1,1,2,2,9,-1,2,1,1,2,2,1,2,1,2,2,-1,1,-1,-1,1,WA - Congressional District 1,WA - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,4947,1,36,1,4,1,2,18,CA,4,9,1,1,1,1,4,5,0,1,2,0,2,3,2,2,1,1,2,2,2,1,2,4,1,1,1,2,1,1,1,-1,1,CA - Congressional District 48,CA - Congressional District 48,1
ANES 2020-22 Social Media Study 20230705,4948,2,62,1,5,1,1,15,FL,3,5,1,1,1,1,4,2,0,0,0,0,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,1,-1,2,-1,2,1,FL - Congressional District 18,FL - Congressional District 18,2
ANES 2020-22 Social Media Study 20230705,4949,1,23,4,1,5,7,10,AZ,4,8,1,1,1,2,2,5,0,0,0,0,4,2,2,2,14,-1,2,1,1,1,1,2,1,1,1,2,1,1,1,-1,1,AZ - Congressional District 2,AZ - Congressional District 2,4
ANES 2020-22 Social Media Study 20230705,4950,2,34,1,1,1,1,14,WI,2,3,0,1,1,1,4,3,0,1,0,0,2,3,2,3,12,1,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,WI - Congressional District 3,WI - Congressional District 3,1
ANES 2020-22 Social Media Study 20230705,4951,1,56,1,4,1,1,16,MA,1,1,1,1,1,1,3,2,0,0,0,0,2,4,2,2,2,2,-1,1,1,1,1,1,1,1,2,2,-1,-1,-1,-1,1,MA - Congressional District 1,MA - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,4952,2,55,1,5,1,2,10,PA,1,2,1,1,1,1,2,3,0,0,0,0,1,3,2,2,1,1,2,2,2,2,2,3,2,1,2,1,-1,1,-1,2,1,PA - Congressional District 13,PA - Congressional District 13,1
ANES 2020-22 Social Media Study 20230705,4953,2,70,2,3,3,5,4,IL,2,3,1,1,2,2,2,1,0,0,0,0,1,3,2,2,12,1,2,-7,1,1,2,2,2,1,2,1,-1,1,-1,1,1,IL - Congressional District 13,IL - Congressional District 13,2
ANES 2020-22 Social Media Study 20230705,4954,1,43,1,3,5,1,11,MI,2,3,1,1,1,1,4,1,0,0,0,0,1,4,2,2,11,-1,2,1,2,1,1,3,2,2,2,2,-1,-1,-1,-1,1,MI - Congressional District 2,MI - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,4955,1,60,1,3,1,6,12,MT,4,8,1,0,1,1,4,2,0,0,0,0,1,3,2,2,12,1,2,2,2,1,1,1,2,2,2,2,-1,-1,-1,-1,1,MT - Congressional District (at Large),MT - Congressional District (at Large),1
ANES 2020-22 Social Media Study 20230705,4956,1,75,1,4,1,5,13,MI,2,3,1,1,1,1,3,2,0,0,0,0,2,3,1,2,1,1,2,1,1,1,2,1,2,2,2,2,-1,-1,-1,-1,1,MI - Congressional District 8,-6,3
ANES 2020-22 Social Media Study 20230705,4957,1,35,4,3,1,1,11,CA,4,9,1,1,2,3,4,4,0,0,2,0,2,5,2,2,12,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,CA - Congressional District 31,CA - Congressional District 31,2
ANES 2020-22 Social Media Study 20230705,4958,2,43,1,3,3,7,2,IL,2,3,0,1,1,1,1,3,0,0,0,0,2,3,2,2,12,1,2,1,1,1,2,2,2,1,2,2,-1,1,-1,-1,1,IL - Congressional District 17,IL - Congressional District 17,1
ANES 2020-22 Social Media Study 20230705,4959,1,67,1,3,1,5,13,OH,2,3,0,1,1,1,2,2,0,0,0,0,2,4,2,2,2,2,2,1,1,1,1,2,2,1,2,2,-1,1,-1,-1,1,OH - Congressional District 4,OH - Congressional District 4,1
ANES 2020-22 Social Media Study 20230705,4960,1,44,1,2,1,1,10,MA,1,1,1,1,1,1,2,4,0,0,2,0,2,3,2,2,1,2,2,2,2,1,1,2,2,1,1,2,-1,1,1,-1,1,MA - Congressional District 1,MA - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,4961,2,53,1,3,4,1,9,IA,2,4,0,1,2,1,4,1,0,0,0,0,1,4,2,2,11,-1,2,2,2,1,1,1,1,1,1,2,1,1,1,-1,1,IA - Congressional District 1,IA - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,4962,2,53,2,3,1,1,13,SC,3,5,1,1,1,1,2,4,0,0,0,0,4,5,2,2,1,1,2,1,2,1,1,1,2,2,2,2,-1,-1,-1,-1,1,SC - Congressional District 5,SC - Congressional District 5,2
ANES 2020-22 Social Media Study 20230705,4963,1,40,1,3,5,1,11,TX,3,7,1,1,1,1,2,2,0,0,0,0,2,4,2,2,12,2,2,1,1,1,2,2,2,1,2,2,-1,1,-1,-1,1,TX - Congressional District 25,TX - Congressional District 25,1
ANES 2020-22 Social Media Study 20230705,4964,2,24,2,3,5,1,9,FL,3,5,1,1,1,1,3,5,0,0,0,0,4,3,2,2,1,1,2,2,2,2,1,2,1,1,2,1,1,2,-1,1,1,FL - Congressional District 12,FL - Congressional District 12,2
ANES 2020-22 Social Media Study 20230705,4965,2,73,1,3,3,5,7,GA,3,5,0,0,1,4,5,1,0,0,0,0,1,3,2,2,12,2,2,1,2,1,2,2,2,2,2,2,-1,-1,-1,-1,1,GA - Congressional District 9,-6,2
ANES 2020-22 Social Media Study 20230705,4966,2,25,4,3,5,1,5,CA,4,9,1,1,1,4,4,3,0,0,0,0,1,4,2,2,14,-1,2,1,2,2,2,4,2,1,1,1,-1,1,1,1,1,CA - Congressional District 22,CA - Congressional District 22,4
ANES 2020-22 Social Media Study 20230705,4967,1,54,2,3,3,1,11,WA,4,9,1,0,2,3,4,5,0,0,1,0,4,5,2,2,1,1,2,1,2,1,1,1,2,1,2,2,-1,1,-1,-1,1,WA - Congressional District 1,WA - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,4968,2,72,1,3,3,2,7,WI,2,3,1,1,1,1,2,1,0,0,0,0,1,4,2,2,10,-1,2,1,1,1,1,2,1,1,2,2,2,1,-1,-1,1,WI - Congressional District 3,WI - Congressional District 3,2
ANES 2020-22 Social Media Study 20230705,4969,1,47,1,2,1,2,10,OR,4,9,1,1,1,4,4,5,0,0,0,2,3,2,2,2,9,-1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,OR - Congressional District 2,-6,2
ANES 2020-22 Social Media Study 20230705,4970,2,28,1,4,5,4,11,WI,2,3,1,1,1,1,2,5,0,0,0,0,4,4,2,2,10,-1,2,2,2,1,1,2,1,1,1,1,-7,1,1,1,1,WI - Congressional District 1,WI - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,4971,1,77,1,2,3,5,8,MT,4,8,0,1,1,1,2,1,0,0,0,0,1,4,1,2,1,1,2,1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,MT - Congressional District (at Large),MT - Congressional District (at Large),1
ANES 2020-22 Social Media Study 20230705,4972,2,56,1,5,3,1,11,CA,4,9,1,1,2,1,4,2,0,0,0,0,2,4,2,2,14,-1,1,1,1,1,1,1,1,1,2,2,2,1,-1,-1,1,CA - Congressional District 20,CA - Congressional District 20,2
ANES 2020-22 Social Media Study 20230705,4973,2,36,1,4,1,7,12,NY,1,2,1,1,1,1,4,5,1,1,1,0,2,4,2,2,11,-1,2,2,2,2,2,4,2,1,1,2,-1,1,1,-1,1,NY - Congressional District 27,NY - Congressional District 27,3
ANES 2020-22 Social Media Study 20230705,4974,2,19,1,1,5,4,12,IN,2,3,0,1,1,1,2,6,0,0,0,1,4,5,2,2,2,2,2,2,2,2,1,4,2,1,2,1,-1,1,-1,2,1,IN - Congressional District 6,IN - Congressional District 6,1
ANES 2020-22 Social Media Study 20230705,4976,1,36,1,4,1,1,9,IN,2,3,1,1,1,1,4,2,0,0,0,0,2,4,2,2,9,-1,1,1,1,1,1,1,1,1,1,2,2,1,1,-1,1,IN - Congressional District 5,IN - Congressional District 5,2
ANES 2020-22 Social Media Study 20230705,4977,1,56,1,2,1,1,14,CA,4,9,1,1,1,1,2,3,0,0,0,0,1,2,2,2,11,-1,2,2,1,2,2,3,2,2,2,2,-1,-1,-1,-1,1,CA - Congressional District 36,CA - Congressional District 36,1
ANES 2020-22 Social Media Study 20230705,4978,1,62,1,5,1,5,14,KY,3,6,0,1,1,1,4,2,0,0,0,0,2,3,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,1,KY - Congressional District 5,KY - Congressional District 5,1
ANES 2020-22 Social Media Study 20230705,4979,2,44,1,3,1,7,13,CT,1,1,1,1,1,1,2,5,0,1,1,0,3,5,2,2,11,-1,2,1,2,2,2,3,2,1,2,2,-1,1,-1,-1,1,CT - Congressional District 5,CT - Congressional District 5,2
ANES 2020-22 Social Media Study 20230705,4980,2,24,4,1,1,7,2,ID,4,8,1,1,3,3,4,4,0,0,0,0,4,2,2,2,11,-1,1,1,1,2,1,2,2,1,1,1,-1,1,1,2,1,CA - Congressional District 21,ID - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,4981,1,52,2,5,5,1,13,CT,1,1,1,1,2,3,4,1,0,0,0,0,1,3,2,2,1,1,2,2,2,1,1,1,2,1,2,2,-1,2,-1,-1,1,CT - Congressional District 3,CT - Congressional District 3,2
ANES 2020-22 Social Media Study 20230705,4982,1,31,2,2,6,1,13,NJ,1,2,1,1,2,3,4,4,0,2,0,0,2,3,2,2,14,-1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,NJ - Congressional District 10,NJ - Congressional District 10,2
ANES 2020-22 Social Media Study 20230705,4983,1,27,4,2,5,1,2,CA,4,9,1,1,1,1,4,4,0,0,0,0,4,3,2,2,9,-1,1,-1,-1,-1,-1,-1,2,2,2,1,-1,-1,-1,-1,-1,CA - Congressional District 40,CA - Congressional District 40,2
ANES 2020-22 Social Media Study 20230705,4984,2,65,1,3,1,5,10,VA,3,5,1,1,1,1,3,2,0,0,0,0,2,3,2,2,11,-1,2,1,1,1,1,2,2,1,2,2,-1,1,-1,-1,1,VA - Congressional District 9,VA - Congressional District 9,1
ANES 2020-22 Social Media Study 20230705,4985,1,80,1,5,6,1,18,NY,1,2,1,1,1,1,3,2,0,0,0,0,2,2,1,2,14,-1,2,1,2,1,2,1,2,1,2,2,-1,1,-1,-1,1,NY - Congressional District 1,NY - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,4986,1,38,1,4,1,1,13,WA,4,9,1,1,1,1,4,2,0,0,0,0,2,4,2,2,10,-1,2,2,2,1,1,1,2,1,1,2,-1,1,1,-1,1,WA - Congressional District 3,WA - Congressional District 3,2
ANES 2020-22 Social Media Study 20230705,4988,2,65,1,3,1,1,10,OH,2,3,1,1,1,1,2,2,0,0,0,0,2,4,2,2,2,2,2,1,2,2,2,2,2,1,2,2,-1,1,-1,-1,1,OH - Congressional District 10,OH - Congressional District 10,1
ANES 2020-22 Social Media Study 20230705,4989,1,64,1,5,5,1,15,TX,3,7,1,1,1,1,3,1,0,0,0,0,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,-1,-1,-1,-1,1,TX - Congressional District 14,TX - Congressional District 14,1
ANES 2020-22 Social Media Study 20230705,4990,2,69,1,5,1,5,13,FL,3,5,1,1,1,1,2,3,0,0,0,0,2,2,2,2,14,2,2,1,2,1,2,1,2,2,2,2,-1,-1,-1,-1,1,NY - Congressional District 23,NY - Congressional District 23,2
ANES 2020-22 Social Media Study 20230705,4991,2,42,1,5,1,1,15,MA,1,1,1,1,1,1,4,4,0,1,1,0,2,3,2,2,11,-1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,MA - Congressional District 8,MA - Congressional District 8,2
ANES 2020-22 Social Media Study 20230705,4992,1,19,2,1,5,4,11,MO,2,4,1,1,1,1,4,3,0,0,0,1,2,3,-7,2,2,2,2,2,1,1,1,1,2,2,1,1,-1,-1,1,1,1,MO - Congressional District 4,-7,2
ANES 2020-22 Social Media Study 20230705,4993,1,19,1,1,5,1,14,CT,1,1,1,1,1,1,3,6,0,0,0,2,4,5,2,2,1,2,2,2,2,1,1,3,1,1,1,1,2,1,1,1,-1,CT - Congressional District 1,CT - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,4994,1,59,1,3,1,1,11,VT,1,1,0,1,1,4,3,2,0,0,0,0,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,1,VT - Congressional District (at Large),VT - Congressional District (at Large),1
ANES 2020-22 Social Media Study 20230705,4995,2,78,1,3,4,5,10,TN,3,6,1,0,1,1,4,1,0,0,0,0,1,3,2,2,1,1,2,2,2,1,2,4,2,2,2,2,-1,-1,-1,-1,1,TN - Congressional District 3,TN - Congressional District 3,1
ANES 2020-22 Social Media Study 20230705,4996,2,76,1,3,2,5,7,CO,4,8,1,1,1,1,3,2,0,0,0,0,2,4,2,2,1,2,2,2,2,1,1,3,1,1,2,2,1,1,-1,-1,1,CO - Congressional District 2,CO - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,4997,2,36,2,2,5,4,9,NY,1,2,1,0,1,4,3,6,0,0,0,0,1,3,2,4,11,-1,2,2,2,2,1,3,1,1,2,2,2,2,-1,-1,-1,NY - Congressional District 25,NY - Congressional District 25,2
ANES 2020-22 Social Media Study 20230705,4998,2,28,3,3,1,2,13,AZ,4,8,0,1,1,1,4,6,0,1,1,0,4,4,2,4,14,2,2,2,1,1,1,1,1,1,1,2,2,1,1,-1,1,AZ - Congressional District 2,AZ - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,4999,1,60,1,3,5,1,9,TX,3,7,1,1,1,1,2,2,0,0,0,0,2,4,2,1,11,-1,2,1,2,1,2,1,2,2,2,2,-1,-1,-1,-1,1,TX - Congressional District 20,TX - Congressional District 20,2
ANES 2020-22 Social Media Study 20230705,5000,2,64,1,3,2,5,6,AR,3,7,1,1,1,1,2,1,0,0,0,0,1,4,2,2,1,2,2,1,2,1,1,2,2,1,2,2,-1,1,-1,-1,2,AR - Congressional District 2,AR - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,5001,1,59,1,3,1,1,13,WI,2,3,1,1,1,1,4,2,0,0,0,0,1,4,2,2,2,2,2,2,2,1,1,3,2,1,1,1,-1,1,2,1,1,WI - Congressional District 8,-6,1
ANES 2020-22 Social Media Study 20230705,5002,2,41,4,3,1,7,9,TX,3,7,1,0,2,4,4,6,0,0,4,0,4,3,2,2,2,2,2,1,2,1,1,2,1,1,1,2,1,1,1,-1,2,TX - Congressional District 21,TX - Congressional District 21,2
ANES 2020-22 Social Media Study 20230705,5003,2,78,1,3,2,5,8,CA,4,9,1,1,1,1,2,3,0,0,0,0,3,3,2,2,1,1,2,2,1,1,1,2,2,2,2,2,-1,-1,-1,-1,1,CA - Congressional District 27,CA - Congressional District 27,1
ANES 2020-22 Social Media Study 20230705,5004,2,62,1,4,1,1,14,OH,2,3,0,1,1,1,4,3,0,0,0,0,3,4,2,2,14,2,2,2,1,1,2,3,2,1,1,2,-1,1,1,-1,1,OH - Congressional District 16,OH - Congressional District 16,1
ANES 2020-22 Social Media Study 20230705,5005,2,43,3,5,1,7,3,CA,4,9,1,1,1,1,4,5,0,1,2,0,2,4,2,2,11,-1,2,2,2,1,1,3,2,2,2,2,-1,-1,-1,-1,2,CA - Congressional District 45,CA - Congressional District 45,2
ANES 2020-22 Social Media Study 20230705,5006,2,65,1,2,1,2,4,CO,4,8,1,1,1,1,1,2,0,0,0,0,2,1,2,2,12,2,2,1,2,2,2,1,1,2,2,2,1,-1,-1,-1,1,CO - Congressional District 2,CO - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,5007,1,57,1,4,1,1,16,WI,2,3,1,1,1,1,2,5,0,0,0,1,3,5,2,2,2,2,2,2,1,1,1,3,2,1,1,2,-1,1,1,-1,1,WI - Congressional District 5,WI - Congressional District 5,2
ANES 2020-22 Social Media Study 20230705,5008,2,79,1,4,4,5,13,KY,3,6,1,1,1,3,2,1,0,0,0,0,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,-1,-1,-1,-1,1,KY - Congressional District 6,KY - Congressional District 6,2
ANES 2020-22 Social Media Study 20230705,5009,1,31,2,2,5,1,1,SC,3,5,0,0,2,1,5,1,0,0,0,0,1,4,2,2,12,1,2,2,2,2,2,3,2,2,1,2,-1,-1,1,-1,1,SC - Congressional District 6,SC - Congressional District 6,2
ANES 2020-22 Social Media Study 20230705,5010,1,28,1,4,1,1,7,TX,3,7,0,1,2,1,4,2,0,0,0,0,2,3,2,2,12,1,2,1,2,1,1,3,2,1,2,2,-1,1,-1,-1,1,TX - Congressional District 8,TX - Congressional District 8,1
ANES 2020-22 Social Media Study 20230705,5011,2,40,2,4,3,1,6,TX,3,7,1,0,2,2,4,3,0,0,0,1,2,4,2,2,1,1,2,1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,1,TX - Congressional District 10,TX - Congressional District 10,2
ANES 2020-22 Social Media Study 20230705,5012,2,77,1,3,1,5,15,WV,3,5,1,1,1,1,3,2,0,0,0,0,2,3,2,2,1,2,2,1,2,1,1,1,2,1,2,2,-1,1,-1,-1,1,WV - Congressional District 1,WV - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,5013,2,28,4,2,5,1,5,CA,4,9,1,1,2,3,4,6,0,0,0,0,4,3,2,2,2,2,1,1,2,1,1,2,2,1,1,1,-1,1,1,1,2,CA - Congressional District 37,CA - Congressional District 37,2
ANES 2020-22 Social Media Study 20230705,5014,2,32,1,3,1,1,10,OH,2,3,1,0,1,1,4,3,0,0,1,0,2,3,2,2,12,2,1,1,2,1,1,1,2,1,2,1,-1,1,-1,1,2,OH - Congressional District 5,OH - Congressional District 5,1
ANES 2020-22 Social Media Study 20230705,5015,1,37,4,1,1,1,7,CO,4,8,1,1,2,3,4,6,0,2,0,1,4,2,2,2,12,2,2,2,1,2,2,2,2,1,2,2,-1,2,-1,-1,1,CO - Congressional District 5,-6,3
ANES 2020-22 Social Media Study 20230705,5016,2,70,1,2,1,5,12,MI,2,3,0,1,1,1,3,2,0,0,0,0,1,4,2,2,1,1,2,1,2,2,1,2,2,2,2,2,-1,-1,-1,-1,1,MI - Congressional District 1,MI - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,5017,2,29,1,4,6,1,14,PA,1,2,1,1,1,1,4,3,0,0,0,0,3,4,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,PA - Congressional District 14,PA - Congressional District 14,2
ANES 2020-22 Social Media Study 20230705,5018,2,29,1,2,4,7,3,WI,2,3,1,1,1,4,4,6,0,0,0,0,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,-1,1,2,2,1,WI - Congressional District 8,WI - Congressional District 8,2
ANES 2020-22 Social Media Study 20230705,5019,2,69,1,5,2,5,13,CO,4,8,0,1,1,1,4,1,0,0,0,0,1,4,2,3,14,-1,2,2,1,1,1,2,2,1,2,2,-1,1,-1,-1,1,CO - Congressional District 3,CO - Congressional District 3,2
ANES 2020-22 Social Media Study 20230705,5020,1,50,2,2,6,1,6,NY,1,2,1,1,2,3,2,5,0,0,1,0,4,3,2,2,12,2,1,1,2,2,2,2,2,1,2,2,-1,1,-1,-1,2,NY - Congressional District 15,NY - Congressional District 15,2
ANES 2020-22 Social Media Study 20230705,5021,1,78,1,4,1,5,13,TN,3,6,1,1,1,1,4,2,0,0,0,0,2,4,1,2,14,2,2,1,1,1,1,2,1,1,2,2,2,1,-1,-1,1,TN - Congressional District 3,TN - Congressional District 3,1
ANES 2020-22 Social Media Study 20230705,5022,1,61,1,4,5,7,3,WI,2,3,1,1,2,3,4,1,0,0,0,0,1,5,2,2,9,-1,2,1,2,1,2,2,2,2,2,2,-1,-1,-1,-1,1,WI - Congressional District 2,WI - Congressional District 2,3
ANES 2020-22 Social Media Study 20230705,5023,2,71,1,5,5,5,6,MI,2,3,1,1,1,1,4,1,0,0,0,0,1,2,2,4,2,2,2,2,2,2,2,4,2,1,2,2,-1,2,-1,-1,1,MI - Congressional District 13,MI - Congressional District 13,2
ANES 2020-22 Social Media Study 20230705,5024,1,60,1,2,1,1,13,NJ,1,2,1,1,1,1,4,2,0,0,0,0,2,3,2,2,1,2,2,1,1,1,2,1,2,2,2,2,-1,-1,-1,-1,1,NJ - Congressional District 2,NJ - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,5025,1,51,2,2,5,6,5,TN,3,6,1,1,2,3,4,1,0,0,0,0,1,3,2,2,12,2,2,1,1,1,2,2,2,1,2,2,-1,1,-1,-1,1,TN - Congressional District 3,TN - Congressional District 3,3
ANES 2020-22 Social Media Study 20230705,5026,2,31,2,2,5,7,11,WI,2,3,0,1,2,3,1,5,0,1,1,1,2,3,2,2,11,-1,2,1,1,2,2,3,2,1,2,1,-1,1,-1,1,-1,WI - Congressional District 3,WI - Congressional District 3,2
ANES 2020-22 Social Media Study 20230705,5027,2,55,1,3,1,7,13,OK,3,7,0,1,2,1,2,2,0,0,0,0,2,3,2,2,1,1,2,2,2,1,1,3,2,1,1,1,-1,1,1,1,1,OK - Congressional District 4,OK - Congressional District 4,1
ANES 2020-22 Social Media Study 20230705,5028,2,51,1,3,1,1,10,MI,2,3,0,1,1,1,2,6,0,0,4,0,2,3,2,2,1,2,1,1,1,2,2,2,2,1,2,2,-1,1,-1,-1,1,MI - Congressional District 1,MI - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,5029,2,40,1,5,1,1,11,CA,4,9,1,1,1,1,2,3,0,0,0,1,2,3,2,77,14,2,2,1,1,1,1,2,2,1,2,2,-1,1,-1,-1,1,CA - Congressional District 4,CA - Congressional District 4,3
ANES 2020-22 Social Media Study 20230705,5030,1,54,1,2,1,1,7,FL,3,5,1,1,1,1,4,2,0,0,0,0,2,3,2,2,10,-1,2,1,1,1,1,2,2,2,2,2,-1,-1,-1,-1,1,FL - Congressional District 5,FL - Congressional District 5,2
